country,group_name,title,content,image,video
korea,NewJeans,omg新歌發表,NewJeans是由韓國娛樂公司HYBE的子公司ADOR於2022年7月22日推出的女子音樂組合，由三位韓國籍成員Minji、Haerin、Hyein，一位越南裔澳籍成員Hanni，以及一位韓澳雙籍成員Danielle所組成。2022年8月1日發行首張迷你專輯《New Jeans》正式出道。,https://upload.wikimedia.org/wikipedia/commons/c/cc/NewJeans_theMEGASTUDY.jpg,omg.mp4
